Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
22.0,105.6,98.0,5.0,8.0,158.7,Normal Weight,M,27,98.0
11.0,104.2,86.0,6.0,2.0,207.2,Overweight,M,39,41.0
8.0,102.4,78.0,5.0,7.0,154.3,Normal Weight,F,54,28.0
27.0,106.2,102.0,6.0,1.0,174.2,Normal Weight,F,49,157.0
2.0,100.6,82.0,5.0,5.0,130.1,Normal Weight,F,23,7.0
15.0,104.5,100.0,6.0,0.0,191.8,Overweight,M,28,77.0
22.0,105.4,103.0,6.0,2.0,200.6,Overweight,M,76,176.0
3.0,101.5,93.0,5.0,5.0,141.1,Normal Weight,F,24,14.0
8.0,103.6,87.0,6.0,3.0,209.4,Overweight,M,73,44.0
16.0,105.1,92.0,5.0,2.0,134.5,Normal Weight,F,63,84.0
19.0,105.3,100.0,6.0,8.0,229.3,Overweight,M,43,118.0
5.0,102.6,88.0,5.0,7.0,169.8,Overweight,M,46,20.0
24.0,105.1,117.0,6.0,2.0,202.8,Overweight,M,55,219.0
16.0,104.7,89.0,6.0,1.0,187.4,Normal Weight,F,59,72.0
17.0,104.2,96.0,6.0,8.0,238.1,Overweight,M,32,88.0
24.0,105.1,103.0,6.0,6.0,235.9,Overweight,M,48,168.0
10.0,103.8,97.0,5.0,3.0,138.9,Normal Weight,F,27,51.0
16.0,104.5,92.0,4.0,11.0,123.5,Normal Weight,F,68,86.0
20.0,105.1,108.0,5.0,8.0,145.5,Normal Weight,F,47,132.0
12.0,103.8,92.0,6.0,5.0,222.7,Overweight,M,33,54.0
24.0,106.0,102.0,5.0,11.0,174.2,Normal Weight,M,43,144.0
13.0,104.2,93.0,4.0,11.0,119.0,Normal Weight,F,79,74.0
12.0,103.6,91.0,5.0,9.0,172.0,Overweight,F,61,58.0
14.0,104.2,88.0,5.0,7.0,149.9,Normal Weight,F,25,57.0
2.0,100.6,88.0,4.0,10.0,116.8,Normal Weight,F,53,9.0
6.0,102.7,88.0,5.0,7.0,141.1,Normal Weight,F,31,25.0
7.0,103.1,87.0,5.0,5.0,141.1,Normal Weight,F,61,32.0
5.0,102.7,86.0,5.0,7.0,138.9,Normal Weight,F,25,19.0
6.0,102.2,81.0,5.0,5.0,138.9,Normal Weight,F,25,20.0
12.0,103.6,93.0,6.0,1.0,191.8,Overweight,M,63,69.0
21.0,104.9,95.0,6.0,0.0,172.0,Normal Weight,M,24,84.0
20.0,104.5,102.0,5.0,3.0,141.1,Overweight,F,78,131.0
12.0,103.8,97.0,6.0,2.0,194.0,Overweight,M,21,52.0
11.0,104.0,78.0,6.0,6.0,220.5,Overweight,M,29,24.0
15.0,103.6,98.0,5.0,10.0,169.8,Normal Weight,M,26,68.0
30.0,106.0,117.0,5.0,10.0,183.0,Overweight,M,24,223.0
21.0,105.1,97.0,5.0,8.0,152.1,Normal Weight,F,47,113.0
13.0,103.6,87.0,5.0,9.0,152.1,Normal Weight,F,66,60.0
20.0,105.1,98.0,5.0,2.0,130.1,Normal Weight,F,41,110.0
28.0,105.3,105.0,5.0,5.0,158.7,Overweight,F,75,187.0
5.0,102.4,85.0,6.0,1.0,211.6,Overweight,M,71,26.0
11.0,103.8,98.0,5.0,10.0,172.0,Normal Weight,M,45,60.0
21.0,104.7,105.0,5.0,7.0,136.7,Normal Weight,F,22,124.0
30.0,105.8,107.0,7.0,0.0,246.9,Normal Weight,M,33,209.0
23.0,105.4,106.0,5.0,6.0,134.5,Normal Weight,F,66,156.0
10.0,104.0,86.0,5.0,3.0,136.7,Normal Weight,F,26,39.0
14.0,104.0,85.0,5.0,5.0,143.3,Normal Weight,F,48,58.0
18.0,104.9,99.0,5.0,6.0,154.3,Normal Weight,M,69,119.0
13.0,104.2,91.0,5.0,7.0,147.7,Normal Weight,F,29,58.0
21.0,105.4,102.0,6.0,1.0,180.8,Normal Weight,M,23,107.0
8.0,102.9,86.0,5.0,10.0,172.0,Normal Weight,F,47,33.0
24.0,105.3,100.0,5.0,2.0,132.3,Normal Weight,F,34,134.0
21.0,105.3,99.0,5.0,7.0,158.7,Obese,F,55,119.0
10.0,103.3,87.0,5.0,0.0,114.6,Normal Weight,F,35,43.0
16.0,103.5,92.0,6.0,0.0,187.4,Overweight,M,77,100.0
27.0,105.4,103.0,5.0,6.0,149.9,Normal Weight,F,31,155.0
19.0,104.4,92.0,6.0,5.0,213.8,Overweight,M,62,110.0
10.0,103.5,92.0,6.0,3.0,209.4,Overweight,M,48,51.0
3.0,100.9,84.0,5.0,12.0,183.0,Overweight,M,45,10.0
7.0,102.2,93.0,5.0,5.0,143.3,Normal Weight,F,52,36.0
26.0,105.6,100.0,5.0,2.0,123.5,Normal Weight,F,24,142.0
14.0,103.8,97.0,5.0,10.0,152.1,Normal Weight,F,37,73.0
11.0,103.6,96.0,5.0,6.0,152.1,Normal Weight,F,35,56.0
12.0,104.4,102.0,6.0,1.0,189.6,Normal Weight,M,27,64.0
27.0,105.6,106.0,5.0,8.0,156.5,Normal Weight,F,42,168.0
24.0,105.4,105.0,6.0,3.0,194.0,Normal Weight,M,50,167.0
3.0,102.4,86.0,6.0,1.0,187.4,Normal Weight,M,26,9.0
23.0,105.1,103.0,4.0,11.0,116.8,Normal Weight,F,21,133.0
28.0,105.3,106.0,6.0,3.0,205.0,Overweight,M,39,188.0
11.0,102.9,92.0,5.0,9.0,158.7,Normal Weight,F,71,57.0
5.0,101.5,96.0,5.0,10.0,163.1,Normal Weight,F,62,27.0
22.0,104.7,112.0,5.0,3.0,134.5,Normal Weight,F,38,152.0
8.0,103.5,87.0,5.0,8.0,152.1,Normal Weight,F,58,36.0
28.0,106.3,107.0,4.0,11.0,112.4,Normal Weight,F,46,187.0
16.0,104.4,97.0,6.0,4.0,213.8,Overweight,M,30,80.0
20.0,104.5,99.0,5.0,8.0,149.9,Normal Weight,F,52,114.0
22.0,105.3,96.0,5.0,6.0,138.9,Normal Weight,F,49,119.0
26.0,105.6,105.0,5.0,7.0,156.5,Normal Weight,F,37,157.0
19.0,104.2,100.0,5.0,3.0,132.3,Normal Weight,F,25,103.0
29.0,105.6,106.0,5.0,10.0,163.1,Normal Weight,F,77,197.0
23.0,105.1,106.0,6.0,0.0,191.8,Overweight,M,20,130.0
13.0,104.4,92.0,6.0,0.0,189.6,Overweight,M,28,51.0
25.0,105.1,115.0,5.0,4.0,123.5,Normal Weight,F,27,178.0
9.0,103.8,88.0,6.0,0.0,185.2,Overweight,M,77,51.0
20.0,104.9,100.0,6.0,6.0,216.1,Overweight,M,44,123.0
18.0,104.7,94.0,6.0,5.0,209.4,Normal Weight,M,42,91.0
27.0,105.3,109.0,6.0,3.0,200.6,Overweight,M,36,188.0
17.0,104.4,105.0,5.0,6.0,134.5,Normal Weight,F,25,101.0
12.0,103.8,99.0,5.0,6.0,145.5,Normal Weight,F,34,65.0
13.0,104.0,96.0,5.0,6.0,149.9,Normal Weight,F,32,65.0
2.0,100.2,75.0,5.0,5.0,141.1,Normal Weight,F,68,7.0
20.0,104.7,101.0,6.0,4.0,213.8,Overweight,M,64,145.0
23.0,104.7,96.0,5.0,9.0,167.6,Normal Weight,F,45,118.0
16.0,104.4,91.0,5.0,7.0,156.5,Normal Weight,F,73,83.0
2.0,101.5,80.0,5.0,7.0,152.1,Normal Weight,F,27,6.0
7.0,102.7,82.0,5.0,10.0,174.2,Overweight,M,41,20.0
18.0,104.0,97.0,5.0,10.0,174.2,Normal Weight,M,39,91.0
6.0,103.3,83.0,5.0,4.0,134.5,Normal Weight,F,20,21.0
3.0,100.4,84.0,4.0,4.0,99.2,Overweight,F,31,12.0
5.0,102.0,87.0,5.0,0.0,119.0,Normal Weight,F,25,21.0
12.0,104.0,89.0,6.0,7.0,238.1,Overweight,M,78,76.0
27.0,104.9,96.0,5.0,7.0,174.2,Overweight,M,64,165.0
27.0,104.9,107.0,5.0,12.0,167.6,Normal Weight,M,23,154.0
10.0,104.0,92.0,5.0,2.0,116.8,Normal Weight,F,27,47.0
25.0,105.6,101.0,5.0,6.0,165.3,Overweight,M,28,126.0
12.0,103.3,82.0,5.0,6.0,149.9,Normal Weight,F,44,45.0
14.0,104.0,93.0,5.0,0.0,123.5,Normal Weight,F,30,68.0
17.0,104.4,98.0,5.0,5.0,134.5,Normal Weight,F,34,91.0
24.0,105.8,96.0,5.0,3.0,141.1,Normal Weight,F,52,130.0
30.0,105.8,112.0,6.0,0.0,185.2,Overweight,M,52,241.0
18.0,105.3,93.0,6.0,6.0,216.1,Overweight,M,69,113.0
7.0,102.7,83.0,5.0,11.0,174.2,Normal Weight,M,20,14.0
9.0,103.6,89.0,5.0,4.0,149.9,Overweight,F,72,45.0
5.0,102.6,93.0,5.0,6.0,152.1,Normal Weight,F,78,27.0
21.0,104.7,103.0,6.0,0.0,176.4,Normal Weight,M,20,106.0
10.0,103.5,87.0,6.0,4.0,209.4,Overweight,M,78,58.0
3.0,101.5,84.0,6.0,0.0,187.4,Overweight,M,64,13.0
28.0,105.3,109.0,5.0,9.0,176.4,Overweight,M,78,245.0
22.0,104.9,95.0,5.0,2.0,123.5,Normal Weight,F,33,112.0
15.0,104.5,92.0,5.0,9.0,167.6,Normal Weight,M,34,60.0
20.0,104.9,95.0,5.0,5.0,136.7,Normal Weight,F,48,106.0
27.0,105.6,103.0,6.0,3.0,196.2,Normal Weight,M,24,147.0
22.0,105.4,98.0,6.0,1.0,194.0,Overweight,F,61,120.0
7.0,103.3,89.0,6.0,4.0,207.2,Overweight,M,27,25.0
5.0,102.9,77.0,6.0,0.0,178.6,Normal Weight,M,34,9.0
20.0,105.4,101.0,6.0,4.0,202.8,Obese,M,74,152.0
8.0,103.3,86.0,5.0,11.0,172.0,Normal Weight,M,34,25.0
3.0,102.0,80.0,6.0,0.0,174.2,Normal Weight,F,27,9.0
15.0,103.8,102.0,6.0,1.0,194.0,Overweight,M,37,88.0
14.0,104.7,95.0,5.0,9.0,156.5,Normal Weight,F,51,73.0
17.0,104.9,92.0,5.0,11.0,183.0,Overweight,M,64,95.0
21.0,105.4,99.0,5.0,7.0,147.7,Normal Weight,F,44,117.0
17.0,104.5,95.0,5.0,6.0,136.7,Normal Weight,F,33,85.0
28.0,105.3,109.0,5.0,2.0,132.3,Normal Weight,F,38,185.0
23.0,104.9,104.0,5.0,5.0,130.1,Normal Weight,F,38,140.0
25.0,104.9,102.0,5.0,3.0,136.7,Normal Weight,F,57,155.0
8.0,102.7,83.0,5.0,5.0,141.1,Normal Weight,M,51,26.0
4.0,101.8,71.0,5.0,11.0,167.6,Normal Weight,F,56,11.0
29.0,104.9,112.0,5.0,4.0,134.5,Normal Weight,F,36,200.0
8.0,102.7,90.0,5.0,2.0,119.0,Normal Weight,F,56,40.0
29.0,105.4,101.0,4.0,10.0,119.0,Normal Weight,F,49,175.0
28.0,105.4,115.0,5.0,1.0,121.3,Normal Weight,F,67,220.0
13.0,104.2,83.0,6.0,6.0,224.9,Overweight,M,65,61.0
26.0,106.0,109.0,4.0,12.0,130.1,Overweight,F,22,165.0
5.0,101.7,89.0,6.0,2.0,185.2,Normal Weight,M,51,23.0
25.0,105.6,100.0,5.0,7.0,149.9,Normal Weight,F,34,137.0
22.0,104.9,94.0,5.0,11.0,167.6,Normal Weight,M,27,87.0
15.0,104.4,88.0,4.0,9.0,97.0,Normal Weight,F,26,66.0
11.0,103.8,80.0,5.0,9.0,156.5,Normal Weight,M,44,28.0
18.0,105.3,94.0,6.0,2.0,183.0,Normal Weight,F,67,94.0
20.0,104.5,104.0,5.0,3.0,136.7,Normal Weight,F,74,134.0
24.0,105.4,110.0,5.0,9.0,156.5,Normal Weight,F,21,151.0
13.0,104.2,94.0,6.0,8.0,235.9,Overweight,M,43,70.0
16.0,103.8,100.0,5.0,7.0,154.3,Normal Weight,F,38,88.0
24.0,105.8,110.0,5.0,6.0,152.1,Normal Weight,M,29,151.0
17.0,104.5,105.0,6.0,6.0,207.2,Normal Weight,M,29,104.0
21.0,105.4,97.0,6.0,4.0,200.6,Normal Weight,M,20,92.0
22.0,104.4,110.0,5.0,3.0,130.1,Normal Weight,F,38,148.0
3.0,101.7,83.0,6.0,10.0,229.3,Normal Weight,M,31,9.0
5.0,102.2,86.0,5.0,9.0,176.4,Overweight,M,38,17.0
8.0,103.6,86.0,6.0,3.0,207.2,Overweight,M,54,35.0
2.0,100.9,82.0,5.0,7.0,158.7,Overweight,M,26,4.0
20.0,104.5,105.0,5.0,11.0,165.3,Normal Weight,F,24,115.0
22.0,105.1,113.0,6.0,1.0,194.0,Overweight,M,22,150.0
8.0,102.7,87.0,6.0,9.0,224.9,Normal Weight,M,21,25.0
11.0,103.8,87.0,6.0,1.0,205.0,Overweight,M,22,33.0
19.0,105.3,96.0,5.0,1.0,134.5,Overweight,F,40,100.0
11.0,104.0,87.0,6.0,0.0,189.6,Overweight,M,52,47.0
6.0,102.2,87.0,6.0,2.0,200.6,Overweight,M,26,19.0
25.0,105.4,100.0,5.0,8.0,156.5,Normal Weight,F,38,138.0
23.0,105.1,108.0,5.0,6.0,154.3,Normal Weight,F,68,159.0
3.0,102.0,89.0,5.0,10.0,172.0,Normal Weight,M,28,10.0
10.0,103.5,90.0,5.0,9.0,149.9,Normal Weight,F,35,44.0
8.0,103.8,91.0,6.0,4.0,213.8,Overweight,M,56,43.0
6.0,102.6,82.0,5.0,7.0,145.5,Normal Weight,F,45,23.0
25.0,105.1,102.0,5.0,7.0,149.9,Normal Weight,F,46,148.0
9.0,103.5,94.0,5.0,12.0,194.0,Overweight,M,38,43.0
12.0,103.6,95.0,5.0,10.0,165.3,Normal Weight,M,23,47.0
1.0,100.4,80.0,5.0,4.0,149.9,Overweight,F,73,4.0
13.0,103.5,92.0,6.0,4.0,222.7,Overweight,M,60,75.0
22.0,104.7,98.0,5.0,11.0,189.6,Overweight,M,26,104.0
12.0,104.2,96.0,6.0,2.0,211.6,Overweight,M,76,85.0
3.0,100.9,89.0,6.0,9.0,235.9,Overweight,M,32,12.0
4.0,102.0,87.0,5.0,12.0,185.2,Overweight,M,66,20.0
14.0,104.0,97.0,5.0,10.0,189.6,Overweight,M,69,93.0
4.0,102.2,80.0,5.0,5.0,138.9,Normal Weight,F,30,13.0
26.0,105.3,101.0,5.0,3.0,127.9,Normal Weight,F,23,144.0
23.0,104.9,98.0,6.0,3.0,180.8,Normal Weight,M,32,113.0
5.0,102.6,84.0,5.0,5.0,143.3,Normal Weight,F,39,19.0
13.0,104.0,85.0,5.0,8.0,160.9,Normal Weight,F,62,56.0
16.0,104.5,95.0,6.0,2.0,205.0,Overweight,M,27,71.0
4.0,102.4,78.0,6.0,2.0,194.0,Overweight,M,37,9.0
28.0,106.2,108.0,5.0,11.0,178.6,Overweight,M,28,174.0
12.0,103.8,87.0,5.0,8.0,172.0,Overweight,F,54,52.0
13.0,103.8,87.0,6.0,4.0,227.1,Overweight,M,72,73.0
3.0,101.8,86.0,4.0,7.0,103.6,Normal Weight,F,36,13.0
29.0,105.1,107.0,6.0,5.0,211.6,Overweight,M,46,210.0
9.0,103.1,99.0,5.0,7.0,141.1,Normal Weight,F,38,49.0
10.0,103.1,93.0,5.0,5.0,127.9,Normal Weight,F,28,48.0
7.0,102.7,85.0,6.0,0.0,178.6,Normal Weight,M,22,17.0
28.0,105.3,109.0,5.0,4.0,132.3,Normal Weight,F,40,186.0
12.0,103.5,93.0,5.0,2.0,136.7,Normal Weight,F,74,66.0
19.0,104.5,101.0,5.0,12.0,187.4,Overweight,M,70,138.0
15.0,104.5,97.0,5.0,7.0,152.1,Normal Weight,F,73,88.0
23.0,104.5,93.0,5.0,10.0,169.8,Normal Weight,F,34,106.0
6.0,103.3,84.0,6.0,3.0,211.6,Overweight,M,62,27.0
27.0,106.3,103.0,6.0,2.0,202.8,Overweight,M,41,171.0
26.0,105.6,107.0,5.0,10.0,172.0,Normal Weight,M,48,181.0
3.0,101.5,79.0,6.0,1.0,194.0,Overweight,M,23,5.0
24.0,104.4,107.0,5.0,6.0,134.5,Normal Weight,F,25,148.0
13.0,104.2,91.0,5.0,3.0,134.5,Normal Weight,F,23,57.0
14.0,104.4,101.0,4.0,10.0,105.8,Normal Weight,F,26,80.0
10.0,103.5,88.0,6.0,2.0,205.0,Overweight,M,42,41.0
8.0,104.0,88.0,6.0,0.0,205.0,Overweight,M,29,28.0
21.0,105.4,101.0,5.0,0.0,119.0,Normal Weight,F,31,120.0
9.0,103.3,85.0,6.0,5.0,191.8,Normal Weight,M,21,23.0
25.0,105.1,114.0,5.0,7.0,145.5,Normal Weight,F,32,174.0
6.0,103.1,81.0,5.0,7.0,149.9,Normal Weight,F,32,20.0
11.0,103.8,82.0,5.0,4.0,130.1,Normal Weight,F,26,39.0
14.0,104.4,103.0,5.0,3.0,132.3,Normal Weight,F,50,87.0
15.0,104.4,92.0,6.0,9.0,220.5,Normal Weight,M,35,68.0
13.0,104.4,98.0,5.0,1.0,119.0,Normal Weight,F,27,69.0
21.0,105.4,101.0,6.0,2.0,198.4,Overweight,M,21,105.0
28.0,105.1,99.0,5.0,7.0,165.3,Overweight,M,65,182.0
15.0,104.2,101.0,5.0,5.0,141.1,Normal Weight,F,20,81.0
11.0,103.5,91.0,6.0,4.0,207.2,Obese,M,39,49.0
12.0,103.6,90.0,6.0,0.0,178.6,Normal Weight,M,38,48.0
7.0,103.3,94.0,5.0,7.0,158.7,Overweight,F,65,37.0
24.0,104.9,104.0,5.0,10.0,167.6,Normal Weight,M,25,129.0
12.0,104.2,83.0,6.0,1.0,183.0,Normal Weight,M,57,47.0
7.0,103.1,87.0,5.0,8.0,156.5,Normal Weight,M,41,24.0
11.0,103.1,87.0,6.0,0.0,194.0,Overweight,M,60,52.0
11.0,103.6,95.0,5.0,7.0,167.6,Overweight,M,35,49.0
24.0,105.3,101.0,5.0,2.0,130.1,Normal Weight,F,50,144.0
25.0,105.3,102.0,5.0,10.0,172.0,Normal Weight,M,22,124.0
21.0,104.2,102.0,5.0,9.0,167.6,Normal Weight,M,78,160.0
26.0,105.4,108.0,5.0,4.0,123.5,Normal Weight,F,44,174.0
22.0,104.9,98.0,4.0,9.0,108.0,Normal Weight,F,27,119.0
22.0,104.9,101.0,5.0,6.0,145.5,Normal Weight,F,41,126.0
16.0,104.0,91.0,5.0,4.0,121.3,Normal Weight,F,27,73.0
1.0,100.2,91.0,5.0,8.0,174.2,Overweight,M,60,5.0
3.0,101.3,79.0,6.0,6.0,224.9,Overweight,M,78,14.0
17.0,104.2,95.0,5.0,10.0,169.8,Normal Weight,F,53,88.0
22.0,105.3,104.0,6.0,5.0,198.4,Normal Weight,M,25,125.0
18.0,104.7,95.0,6.0,3.0,207.2,Overweight,M,21,76.0
1.0,100.0,82.0,5.0,7.0,154.3,Normal Weight,F,38,4.0
12.0,103.5,94.0,5.0,8.0,145.5,Normal Weight,F,27,57.0
13.0,104.2,99.0,5.0,3.0,136.7,Normal Weight,F,36,71.0
20.0,105.4,98.0,6.0,6.0,220.5,Overweight,M,52,126.0
28.0,105.6,105.0,5.0,10.0,163.1,Normal Weight,M,45,180.0
8.0,103.1,82.0,5.0,11.0,174.2,Normal Weight,M,58,30.0
8.0,102.6,96.0,5.0,7.0,178.6,Overweight,M,53,45.0
5.0,102.4,87.0,6.0,3.0,207.2,Overweight,M,63,25.0
21.0,105.1,106.0,5.0,3.0,136.7,Normal Weight,F,34,130.0
2.0,99.7,89.0,5.0,11.0,178.6,Normal Weight,M,25,6.0
10.0,103.8,85.0,6.0,1.0,185.2,Normal Weight,M,32,30.0
24.0,105.3,94.0,6.0,8.0,233.7,Overweight,M,72,162.0
8.0,102.9,94.0,5.0,1.0,121.3,Normal Weight,F,35,40.0
30.0,105.8,111.0,5.0,12.0,174.2,Normal Weight,M,39,215.0
19.0,104.5,91.0,5.0,9.0,172.0,Overweight,F,60,92.0
9.0,103.6,88.0,5.0,7.0,138.9,Normal Weight,F,26,37.0
16.0,104.4,96.0,5.0,5.0,141.1,Normal Weight,F,29,80.0
20.0,104.5,101.0,6.0,1.0,194.0,Overweight,M,65,142.0
6.0,103.3,83.0,5.0,1.0,123.5,Normal Weight,F,45,24.0
18.0,104.2,91.0,6.0,1.0,185.2,Normal Weight,M,42,79.0
15.0,104.5,91.0,5.0,3.0,134.5,Normal Weight,F,29,68.0
12.0,103.5,101.0,5.0,10.0,163.1,Normal Weight,F,21,63.0
1.0,100.2,79.0,5.0,3.0,132.3,Normal Weight,F,65,4.0
21.0,104.0,105.0,5.0,11.0,174.2,Normal Weight,M,27,119.0
19.0,104.9,98.0,5.0,9.0,167.6,Normal Weight,F,62,107.0
4.0,101.5,85.0,5.0,9.0,154.3,Normal Weight,F,71,18.0
11.0,103.5,91.0,5.0,2.0,132.3,Normal Weight,F,36,51.0
21.0,105.3,111.0,5.0,5.0,145.5,Normal Weight,F,28,138.0
25.0,105.3,116.0,5.0,9.0,165.3,Normal Weight,F,50,184.0
2.0,100.9,92.0,6.0,6.0,233.7,Overweight,M,78,14.0
10.0,102.9,86.0,6.0,2.0,191.8,Normal Weight,M,26,29.0
29.0,105.3,109.0,6.0,1.0,180.8,Normal Weight,F,27,178.0
29.0,104.9,104.0,6.0,9.0,251.3,Overweight,M,24,178.0
9.0,103.6,80.0,5.0,0.0,114.6,Normal Weight,F,40,33.0
8.0,103.5,93.0,6.0,0.0,183.0,Normal Weight,M,30,33.0
22.0,104.9,103.0,5.0,9.0,152.1,Normal Weight,F,49,133.0
3.0,101.7,83.0,4.0,6.0,90.4,Normal Weight,F,65,14.0
23.0,104.9,108.0,5.0,5.0,130.1,Normal Weight,F,26,145.0
14.0,104.2,92.0,5.0,0.0,114.6,Normal Weight,F,20,64.0
21.0,104.9,99.0,6.0,6.0,231.5,Overweight,M,20,105.0
18.0,105.1,94.0,5.0,11.0,178.6,Overweight,M,23,70.0
9.0,103.3,82.0,6.0,5.0,220.5,Overweight,M,54,36.0
21.0,105.1,97.0,5.0,7.0,147.7,Normal Weight,F,47,113.0
26.0,105.6,103.0,6.0,3.0,178.6,Normal Weight,F,37,148.0
17.0,104.5,95.0,5.0,2.0,121.3,Normal Weight,F,30,86.0
15.0,104.0,94.0,5.0,10.0,198.4,Overweight,M,71,96.0
10.0,103.3,92.0,6.0,1.0,207.2,Overweight,M,71,62.0
18.0,104.7,95.0,6.0,4.0,222.7,Overweight,M,38,93.0
13.0,104.4,92.0,5.0,3.0,121.3,Normal Weight,F,32,62.0
24.0,105.8,104.0,6.0,2.0,191.8,Normal Weight,M,39,151.0
15.0,105.1,95.0,5.0,9.0,160.9,Normal Weight,M,58,83.0
23.0,104.9,101.0,6.0,2.0,178.6,Normal Weight,M,23,113.0
28.0,105.1,114.0,5.0,3.0,125.7,Normal Weight,F,22,194.0
2.0,101.3,83.0,5.0,5.0,147.7,Normal Weight,F,57,8.0
27.0,105.4,112.0,6.0,0.0,183.0,Normal Weight,F,65,192.0
8.0,103.1,83.0,5.0,4.0,138.9,Normal Weight,F,35,30.0
9.0,103.8,84.0,5.0,7.0,160.9,Overweight,M,43,28.0
5.0,103.1,89.0,6.0,0.0,194.0,Overweight,M,56,24.0
1.0,99.5,79.0,5.0,12.0,191.8,Overweight,M,78,4.0
20.0,105.1,98.0,5.0,1.0,116.8,Normal Weight,F,23,106.0
16.0,104.5,91.0,4.0,10.0,110.2,Normal Weight,F,26,74.0
22.0,104.2,101.0,6.0,5.0,216.1,Overweight,M,68,164.0
19.0,104.9,101.0,5.0,7.0,160.9,Overweight,F,46,109.0
28.0,106.0,112.0,5.0,3.0,136.7,Normal Weight,F,52,201.0
4.0,102.4,87.0,6.0,1.0,194.0,Overweight,M,68,21.0
11.0,104.2,86.0,6.0,2.0,176.4,Normal Weight,M,22,28.0
15.0,104.4,89.0,5.0,7.0,145.5,Normal Weight,F,35,65.0
23.0,104.5,107.0,5.0,6.0,136.7,Normal Weight,F,33,145.0
20.0,105.1,97.0,6.0,0.0,176.4,Normal Weight,M,56,118.0
13.0,103.5,101.0,5.0,10.0,178.6,Overweight,M,56,85.0
17.0,104.2,99.0,6.0,2.0,189.6,Normal Weight,M,42,96.0
22.0,105.6,98.0,5.0,5.0,145.5,Normal Weight,M,58,128.0
9.0,103.6,85.0,4.0,10.0,119.0,Obese,F,48,39.0
26.0,105.1,106.0,5.0,10.0,176.4,Obese,M,41,170.0
17.0,104.0,100.0,5.0,10.0,183.0,Overweight,M,71,121.0
11.0,104.0,98.0,6.0,0.0,187.4,Overweight,M,36,57.0
9.0,103.5,92.0,4.0,9.0,103.6,Normal Weight,F,20,42.0
13.0,104.0,98.0,5.0,5.0,145.5,Normal Weight,F,79,79.0
28.0,105.1,112.0,6.0,4.0,216.1,Overweight,M,32,207.0
18.0,104.2,97.0,5.0,3.0,121.3,Normal Weight,F,49,101.0
8.0,103.1,80.0,5.0,1.0,114.6,Normal Weight,F,46,30.0
20.0,104.5,93.0,6.0,6.0,224.9,Overweight,M,41,101.0
13.0,104.2,92.0,5.0,6.0,154.3,Overweight,F,50,63.0
14.0,104.0,95.0,5.0,9.0,163.1,Normal Weight,F,74,78.0
14.0,104.5,93.0,6.0,4.0,202.8,Obese,M,28,59.0
21.0,104.7,99.0,5.0,9.0,169.8,Overweight,M,57,130.0
28.0,105.3,111.0,5.0,9.0,167.6,Normal Weight,F,39,186.0
18.0,104.4,103.0,5.0,1.0,125.7,Normal Weight,F,74,120.0
9.0,103.3,89.0,5.0,2.0,116.8,Normal Weight,F,22,39.0
5.0,102.2,82.0,5.0,1.0,123.5,Normal Weight,F,25,18.0
12.0,103.1,99.0,5.0,6.0,134.5,Normal Weight,F,35,66.0
2.0,100.9,84.0,5.0,9.0,160.9,Normal Weight,M,20,4.0
14.0,104.7,89.0,6.0,1.0,187.4,Normal Weight,M,48,62.0
13.0,104.2,92.0,5.0,2.0,125.7,Normal Weight,F,68,70.0
5.0,102.6,84.0,6.0,2.0,220.5,Overweight,M,56,22.0
6.0,102.6,83.0,5.0,2.0,123.5,Normal Weight,F,43,24.0
8.0,103.3,88.0,5.0,6.0,145.5,Normal Weight,M,31,24.0
18.0,104.5,109.0,5.0,10.0,180.8,Overweight,M,46,131.0
4.0,102.2,93.0,5.0,8.0,145.5,Normal Weight,F,48,20.0
11.0,104.0,90.0,5.0,11.0,185.2,Overweight,M,40,46.0
11.0,103.5,88.0,4.0,12.0,121.3,Normal Weight,F,24,46.0
10.0,103.8,90.0,5.0,10.0,176.4,Overweight,M,54,47.0
11.0,104.2,95.0,4.0,9.0,110.2,Normal Weight,F,59,62.0
24.0,105.4,111.0,5.0,9.0,167.6,Normal Weight,F,51,164.0
22.0,105.3,100.0,5.0,6.0,143.3,Normal Weight,F,41,124.0
13.0,104.7,91.0,5.0,9.0,158.7,Normal Weight,F,33,58.0
16.0,104.5,102.0,5.0,10.0,163.1,Normal Weight,M,24,79.0
23.0,105.1,95.0,5.0,7.0,167.6,Overweight,M,79,152.0
16.0,104.5,95.0,5.0,4.0,149.9,Overweight,F,69,89.0
28.0,105.8,102.0,5.0,7.0,134.5,Normal Weight,F,20,155.0
6.0,102.7,87.0,6.0,5.0,216.1,Overweight,M,37,23.0
3.0,101.8,82.0,5.0,3.0,130.1,Normal Weight,F,27,11.0
19.0,104.9,101.0,6.0,0.0,180.8,Normal Weight,M,76,142.0
21.0,105.3,103.0,5.0,7.0,152.1,Normal Weight,F,58,130.0
17.0,104.5,98.0,6.0,2.0,200.6,Overweight,M,31,86.0
13.0,104.0,90.0,5.0,10.0,149.9,Normal Weight,F,42,59.0
19.0,104.7,105.0,5.0,4.0,145.5,Overweight,M,65,137.0
2.0,100.8,89.0,6.0,5.0,224.9,Overweight,M,53,10.0
